temperature,conductivity,pressure,oxygen,salinity,par,turbidity,time,posted
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.6091,0.00989,6.249,1.2724,0.0563,2.9058,3.3973,7/2/2024 15:01,Y
18.7605,0.00994,6.224,1.4609,0.0564,2.1802,3.3986,7/3/2024 17:22,Y
18.8699,0.00995,6.233,1.4979,0.0564,1.9062,3.4183,7/3/2024 17:52,Y
19.0157,0.00998,6.236,1.507,0.0564,1.6838,3.3906,7/3/2024 18:22,Y
18.8664,0.01003,6.227,1.5267,0.0568,1.5606,3.421,7/3/2024 18:52,Y
18.6978,0.00994,6.214,1.4741,0.0565,1.4445,3.4207,7/3/2024 19:22,Y
18.6141,0.00988,6.211,1.4741,0.0562,1.3598,3.4248,7/3/2024 19:52,Y
18.9781,0.01006,6.238,1.5019,0.0568,1.2052,3.4236,7/3/2024 20:22,Y
18.9147,0.01,6.23,1.5155,0.0566,0.8761,3.4231,7/3/2024 20:52,Y
19.0416,0.01009,6.239,1.4779,0.0569,0.0164,3.4119,7/3/2024 21:22,Y
19.0638,0.01009,6.244,1.516,0.0569,0.0164,3.3873,7/3/2024 21:52,Y
18.7408,0.00993,6.229,1.5187,0.0564,0.0165,3.3931,7/3/2024 22:22,Y
18.5308,0.00987,6.218,1.5287,0.0563,0.0166,3.3935,7/3/2024 22:52,Y
18.6356,0.00988,6.238,1.5625,0.0562,0.0166,3.3895,7/3/2024 23:22,Y
18.4804,0.00984,6.235,1.5418,0.0562,0.0164,3.3819,7/3/2024 23:52,Y
18.2504,0.00975,6.229,1.5272,0.0559,0.0166,3.397,7/4/2024 0:22,Y
18.3828,0.00981,6.243,1.525,0.0561,0.0164,3.3982,7/4/2024 0:52,Y
18.313,0.00977,6.234,1.5346,0.0559,0.0165,3.4125,7/4/2024 1:22,Y
18.3011,0.0098,6.237,1.5208,0.0561,0.0167,3.4184,7/4/2024 1:52,Y
18.1436,0.00974,6.235,1.5094,0.0559,0.0165,3.4211,7/4/2024 2:22,Y
18.014,0.00971,6.232,1.4973,0.0559,0.0166,3.4187,7/4/2024 2:52,Y
17.9497,0.00971,6.23,1.4732,0.0559,0.0165,3.41,7/4/2024 3:22,Y
18.0608,0.00972,6.241,1.4671,0.0559,0.0165,3.4075,7/4/2024 3:52,Y
18.1313,0.00974,6.242,1.451,0.0559,0.0168,3.4038,7/4/2024 4:22,Y
18.1088,0.00973,6.245,1.4418,0.0559,0.0163,3.3906,7/4/2024 4:52,Y
18.036,0.00973,6.233,1.427,0.056,0.6074,3.3842,7/4/2024 5:22,Y
18.0377,0.00975,6.243,1.4234,0.0561,1.1077,3.4028,7/4/2024 5:52,Y
18.0756,0.00976,6.233,1.4434,0.0561,1.294,3.4132,7/4/2024 6:22,Y
18.3522,0.00985,6.26,1.4177,0.0563,1.6338,3.4287,7/4/2024 6:52,Y
18.0735,0.00975,6.232,1.393,0.056,1.8207,3.4013,7/4/2024 7:22,Y
18.0089,0.00978,6.232,1.3883,0.0563,2.0006,3.3643,7/4/2024 7:52,Y
18.1404,0.00974,6.245,1.3618,0.0559,2.1153,3.4037,7/4/2024 8:22,Y
18.1317,0.00974,6.244,1.396,0.056,2.2321,3.4095,7/4/2024 8:52,Y
18.0828,0.00976,6.245,1.3793,0.0561,2.3612,3.4075,7/4/2024 9:22,Y
17.9532,0.00973,6.229,1.3645,0.056,2.4842,3.398,7/4/2024 9:52,Y
18.2675,0.00976,6.245,1.4139,0.0559,2.5934,3.4341,7/4/2024 10:22,Y
17.8302,0.00972,6.221,1.4253,0.0561,2.6789,3.4296,7/4/2024 10:52,Y
18.1033,0.00975,6.221,1.4151,0.056,2.7342,3.3993,7/4/2024 11:22,Y
18.6206,0.00989,6.234,1.4508,0.0563,2.7591,3.4018,7/4/2024 11:52,Y
18.0812,0.00975,6.223,1.4683,0.056,2.8352,3.4096,7/4/2024 12:22,Y
18.0176,0.00974,6.213,1.4207,0.056,2.8851,3.4067,7/4/2024 12:52,Y
18.6553,0.00989,6.242,1.4654,0.0562,2.9116,3.4214,7/4/2024 13:22,Y
18.8471,0.00992,6.21,1.486,0.0562,2.8816,3.405,7/4/2024 13:52,Y
18.5043,0.00987,6.242,1.4768,0.0563,2.8381,3.4066,7/4/2024 14:22,Y
18.4495,0.00984,6.233,1.4498,0.0562,2.864,3.4061,7/4/2024 14:52,Y
18.4523,0.00981,6.21,1.4876,0.056,2.8166,3.416,7/4/2024 15:22,Y
19.005,0.01004,6.222,1.5241,0.0567,2.713,3.4167,7/4/2024 15:52,Y
18.9739,0.00998,6.211,1.5248,0.0564,2.6065,3.3974,7/4/2024 16:22,Y
18.5888,0.00988,6.198,1.5475,0.0563,2.4334,3.3869,7/4/2024 16:52,Y
18.0787,0.00976,6.192,1.5097,0.0561,2.1143,3.3812,7/4/2024 17:22,Y
18.3622,0.00982,6.211,1.5518,0.0562,1.8067,3.3905,7/4/2024 17:52,Y
18.8829,0.00999,6.208,1.595,0.0566,1.6171,3.3896,7/4/2024 18:22,Y
18.749,0.00989,6.208,1.5758,0.0561,1.477,3.4109,7/4/2024 18:52,Y
18.6092,0.00987,6.191,1.5262,0.0562,1.3408,3.3938,7/4/2024 19:22,Y
18.3003,0.00979,6.201,1.5638,0.0561,1.2575,3.3751,7/4/2024 19:52,Y
18.3503,0.0098,6.197,1.5543,0.056,1.1146,3.3887,7/4/2024 20:22,Y
18.5097,0.00985,6.197,1.5646,0.0562,0.8326,3.3608,7/4/2024 20:52,Y
18.4331,0.0098,6.19,1.6009,0.056,0.0165,3.3573,7/4/2024 21:22,Y
18.6208,0.00987,6.196,1.5717,0.0562,0.0164,3.3672,7/4/2024 21:52,Y
18.8093,0.00992,6.217,1.6027,0.0563,0.0163,3.3605,7/4/2024 22:22,Y
18.5011,0.00984,6.198,1.5551,0.0561,0.0165,3.3714,7/4/2024 22:52,Y
18.4972,0.00985,6.2,1.5626,0.0562,0.0167,3.3351,7/4/2024 23:22,Y
18.5488,0.00986,6.218,1.5655,0.0562,0.0164,3.3513,7/4/2024 23:52,Y
18.2706,0.00974,6.191,1.6113,0.0558,0.0166,3.3622,7/5/2024 0:22,Y
18.8642,0.00996,6.222,1.6491,0.0564,0.0163,3.3383,7/5/2024 0:52,Y
18.7202,0.00988,6.207,1.602,0.0561,0.0165,3.3203,7/5/2024 1:22,Y
18.6834,0.00987,6.214,1.6367,0.0561,0.0164,3.3402,7/5/2024 1:52,Y
18.6617,0.00984,6.205,1.6073,0.056,0.0166,3.3154,7/5/2024 2:22,Y
18.8336,0.0099,6.218,1.6289,0.0561,0.0163,3.3567,7/5/2024 2:52,Y
18.921,0.00993,6.219,1.6076,0.0562,0.0165,3.3777,7/5/2024 3:22,Y
18.7282,0.00986,6.2,1.6245,0.056,0.0165,3.3424,7/5/2024 3:52,Y
18.4946,0.00985,6.21,1.6077,0.0562,0.0165,3.3657,7/5/2024 4:22,Y
18.6405,0.00983,6.217,1.6424,0.056,0.016,3.3842,7/5/2024 4:52,Y
18.7584,0.00985,6.195,1.6458,0.056,0.432,3.3793,7/5/2024 5:22,Y
18.9866,0.00994,6.23,1.6097,0.0562,0.9617,3.3504,7/5/2024 5:52,Y
18.8755,0.00991,6.217,1.5944,0.0561,1.2026,3.3388,7/5/2024 6:22,Y
19.3265,0.01005,6.232,1.6093,0.0565,1.4799,3.3429,7/5/2024 6:52,Y
19.4017,0.01007,6.226,1.6027,0.0565,1.699,3.3267,7/5/2024 7:22,Y
19.4959,0.01011,6.229,1.6033,0.0566,1.8659,3.352,7/5/2024 7:52,Y
19.5648,0.01011,6.23,1.5715,0.0566,1.9975,3.3579,7/5/2024 8:22,Y
19.6555,0.01016,6.22,1.594,0.0568,2.124,3.3413,7/5/2024 8:52,Y
19.174,0.00999,6.198,1.5983,0.0563,2.2545,3.3004,7/5/2024 9:22,Y
19.4764,0.01013,6.229,1.6292,0.0567,2.3655,3.3219,7/5/2024 9:52,Y
19.1668,0.00998,6.189,1.5935,0.0563,2.4268,3.3203,7/5/2024 10:22,Y
19.198,0.01006,6.171,1.6188,0.0566,2.522,3.3326,7/5/2024 10:52,Y
18.9515,0.00998,6.213,1.626,0.0564,2.6022,3.3497,7/5/2024 11:22,Y
19.0929,0.00999,6.194,1.6364,0.0564,2.6542,3.3432,7/5/2024 11:52,Y
19.7213,0.01019,6.224,1.637,0.0568,2.7077,3.355,7/5/2024 12:22,Y
19.5079,0.01015,6.198,1.6017,0.0568,2.7465,3.3286,7/5/2024 12:52,Y
19.2477,0.01005,6.182,1.6092,0.0565,2.7485,3.3369,7/5/2024 13:22,Y
20.2258,0.01068,6.211,1.622,0.0588,2.7669,3.3355,7/5/2024 13:52,Y
19.4478,0.01013,6.176,1.6297,0.0568,2.7507,3.3561,7/5/2024 14:22,Y
19.4564,0.01012,6.185,1.5975,0.0567,2.7179,3.343,7/5/2024 14:52,Y
19.2846,0.01006,6.16,1.6288,0.0565,2.6732,3.341,7/5/2024 15:22,Y
19.9333,0.01042,6.178,1.6471,0.0578,2.5881,3.3595,7/5/2024 15:52,Y
19.2263,0.01004,6.167,1.6827,0.0565,2.4947,3.3423,7/5/2024 16:22,Y
19.2694,0.01006,6.176,1.6284,0.0566,2.3393,3.355,7/5/2024 16:52,Y
19.3896,0.01009,6.174,1.6266,0.0566,2.0005,3.3362,7/5/2024 17:22,Y
19.9136,0.01026,6.179,1.6647,0.057,1.7132,3.3539,7/5/2024 17:52,Y
19.8743,0.0102,6.177,1.6533,0.0567,1.5048,3.3381,7/5/2024 18:22,Y
19.5289,0.01012,6.164,1.6648,0.0566,1.3679,3.3239,7/5/2024 18:52,Y
19.2302,0.01006,6.178,1.6906,0.0566,1.2409,3.3239,7/5/2024 19:22,Y
19.2028,0.01004,6.167,1.7385,0.0565,1.1406,3.3345,7/5/2024 19:52,Y
19.4345,0.01007,6.167,1.7112,0.0565,1.0139,3.3316,7/5/2024 20:22,Y
19.4639,0.01007,6.161,1.7041,0.0565,0.7411,3.34,7/5/2024 20:52,Y
19.1396,0.01004,6.158,1.6757,0.0566,0.0164,3.3482,7/5/2024 21:22,Y
19.1206,0.00999,6.16,1.6706,0.0563,0.0167,3.3524,7/5/2024 21:52,Y
19.1072,0.00998,6.153,1.6698,0.0563,0.0166,3.3444,7/5/2024 22:22,Y
19.2327,0.01003,6.158,1.7004,0.0564,0.0165,3.3257,7/5/2024 22:52,Y
19.0872,0.00998,6.153,1.6658,0.0563,0.0166,3.3346,7/5/2024 23:22,Y
19.157,0.01,6.165,1.6859,0.0564,0.0165,3.3428,7/5/2024 23:52,Y
19.1445,0.01,6.153,1.6598,0.0564,0.0164,3.3334,7/6/2024 0:22,Y
19.2273,0.01003,6.156,1.7023,0.0565,0.0163,3.322,7/6/2024 0:52,Y
19.2383,0.01002,6.159,1.6651,0.0564,0.0166,3.3493,7/6/2024 1:22,Y
19.16,0.01002,6.15,1.6781,0.0565,0.0163,3.3189,7/6/2024 1:52,Y
19.2872,0.01005,6.158,1.6801,0.0565,0.0166,3.3355,7/6/2024 2:22,Y
19.3133,0.01005,6.155,1.6743,0.0564,0.0165,3.34,7/6/2024 2:52,Y
19.4969,0.0101,6.161,1.6695,0.0566,0.0165,3.3238,7/6/2024 3:22,Y
19.5969,0.01009,6.16,1.6526,0.0564,0.0163,3.32,7/6/2024 3:52,Y
19.4014,0.01008,6.144,1.6616,0.0565,0.0166,3.337,7/6/2024 4:22,Y
19.3371,0.01006,6.149,1.689,0.0565,0.0153,3.331,7/6/2024 4:52,Y
19.2345,0.01001,6.137,1.6658,0.0564,0.3745,3.3304,7/6/2024 5:22,Y
19.6307,0.01014,6.162,1.6891,0.0566,0.899,3.3107,7/6/2024 5:52,Y
19.4531,0.01007,6.146,1.6827,0.0565,1.0857,3.3189,7/6/2024 6:22,Y
19.6178,0.01011,6.154,1.6802,0.0565,1.4443,3.3338,7/6/2024 6:52,Y
19.916,0.01025,6.154,1.6756,0.0569,1.6398,3.3474,7/6/2024 7:22,Y
19.7615,0.01019,6.147,1.6558,0.0568,1.7945,3.3464,7/6/2024 7:52,Y
19.8005,0.01021,6.141,1.6684,0.0569,1.9316,3.3368,7/6/2024 8:22,Y
19.7559,0.0102,6.15,1.6802,0.0569,2.0671,3.3281,7/6/2024 8:52,Y
19.6775,0.01016,6.147,1.6627,0.0567,2.1991,3.334,7/6/2024 9:22,Y
19.7063,0.01019,6.145,1.681,0.0568,2.3205,3.3187,7/6/2024 9:52,Y
19.7495,0.01021,6.147,1.6805,0.0569,2.4008,3.3055,7/6/2024 10:22,Y
20.195,0.01033,6.154,1.6688,0.0571,2.4921,3.2999,7/6/2024 10:52,Y
19.9765,0.01025,6.133,1.7104,0.0569,2.55,3.318,7/6/2024 11:22,Y
19.6312,0.01017,6.148,1.7233,0.0568,2.6045,3.3118,7/6/2024 11:52,Y
19.787,0.01023,6.134,1.759,0.0569,2.6675,3.3159,7/6/2024 12:22,Y
19.8587,0.01023,6.139,1.7111,0.0569,2.6958,3.3312,7/6/2024 12:52,Y
20.1477,0.01028,6.13,1.7155,0.0569,2.7049,3.3187,7/6/2024 13:22,Y
19.6172,0.01023,6.137,1.7313,0.0571,2.7275,3.3007,7/6/2024 13:52,Y
20.2814,0.0106,6.142,1.7305,0.0584,2.714,3.3181,7/6/2024 14:22,Y
20.2951,0.01049,6.136,1.7571,0.0578,2.7064,3.3007,7/6/2024 14:52,Y
19.9835,0.01034,6.119,1.7358,0.0573,2.6402,3.2864,7/6/2024 15:22,Y
19.9471,0.01027,6.131,1.7435,0.057,2.5531,3.2829,7/6/2024 15:52,Y
19.432,0.01011,6.117,1.7742,0.0566,2.4611,3.3136,7/6/2024 16:22,Y
19.2722,0.01007,6.114,1.7911,0.0566,2.2949,3.3224,7/6/2024 16:52,Y
19.3227,0.01013,6.11,1.7774,0.0569,1.9613,3.3243,7/6/2024 17:22,Y
18.9917,0.00999,6.107,1.7489,0.0564,1.7001,3.3368,7/6/2024 17:52,Y
18.5388,0.00986,6.095,1.7272,0.0562,1.4924,3.3426,7/6/2024 18:22,Y
18.4558,0.00986,6.094,1.7155,0.0563,1.3169,3.3435,7/6/2024 18:52,Y
18.5475,0.00988,6.097,1.7049,0.0563,1.2272,3.3394,7/6/2024 19:22,Y
18.9011,0.00998,6.102,1.6734,0.0565,1.132,3.3163,7/6/2024 19:52,Y
18.9243,0.00997,6.107,1.6467,0.0564,0.9769,3.3356,7/6/2024 20:22,Y
18.5984,0.0099,6.087,1.6444,0.0564,0.6504,3.3129,7/6/2024 20:52,Y
19.0776,0.01001,6.122,1.648,0.0565,0.0166,3.3231,7/6/2024 21:22,Y
18.7559,0.00999,6.107,1.6314,0.0567,0.0164,3.3264,7/6/2024 21:52,Y
19.1324,0.01003,6.114,1.5613,0.0565,0.0162,3.3191,7/6/2024 22:22,Y
19.2753,0.01006,6.112,1.5916,0.0566,0.0166,3.3338,7/6/2024 22:52,Y
19.5493,0.01013,6.123,1.5905,0.0567,0.0166,3.2852,7/6/2024 23:22,Y
19.9619,0.01024,6.12,1.5548,0.0569,0.0164,3.2866,7/6/2024 23:52,Y
19.5855,0.01014,6.112,1.6068,0.0567,0.0165,3.286,7/7/2024 0:22,Y
19.2763,0.01006,6.105,1.6104,0.0565,0.0165,3.3031,7/7/2024 0:52,Y
19.5442,0.01012,6.114,1.6842,0.0566,0.0163,3.325,7/7/2024 1:22,Y
19.5686,0.01015,6.118,1.691,0.0568,0.0165,3.3148,7/7/2024 1:52,Y
19.5008,0.01012,6.125,1.6847,0.0567,0.0165,3.2942,7/7/2024 2:22,Y
19.8223,0.01019,6.133,1.6308,0.0567,0.0166,3.2835,7/7/2024 2:52,Y
20.1048,0.01029,6.125,1.6073,0.057,0.0165,3.2954,7/7/2024 3:22,Y
19.7468,0.0102,6.115,1.6234,0.0569,0.0166,3.2765,7/7/2024 3:52,Y
19.8525,0.01024,6.121,1.6129,0.0569,0.0163,3.287,7/7/2024 4:22,Y
19.7513,0.01019,6.118,1.6595,0.0568,0.0153,3.2879,7/7/2024 4:52,Y
19.6379,0.01015,6.117,1.6334,0.0567,0.2722,3.2932,7/7/2024 5:22,Y
19.6465,0.01017,6.119,1.6294,0.0568,0.8074,3.2707,7/7/2024 5:52,Y
19.6464,0.01019,6.123,1.6386,0.0569,1.007,3.2711,7/7/2024 6:22,Y
19.6959,0.01023,6.12,1.624,0.0571,1.3839,3.2852,7/7/2024 6:52,Y
19.7488,0.01029,6.125,1.6465,0.0573,1.5606,3.3055,7/7/2024 7:22,Y
19.7432,0.01029,6.124,1.604,0.0573,1.7417,3.2767,7/7/2024 7:52,Y
19.9037,0.01042,6.137,1.5976,0.0578,1.8806,3.2237,7/7/2024 8:22,Y
19.9504,0.01036,6.131,1.5838,0.0575,2.0129,3.2443,7/7/2024 8:52,Y
20.0287,0.01036,6.133,1.5768,0.0574,2.1354,3.2432,7/7/2024 9:22,Y
20.221,0.01042,6.135,1.5577,0.0575,2.2578,3.2406,7/7/2024 9:52,Y
19.801,0.01033,6.124,1.5783,0.0574,2.3422,3.2676,7/7/2024 10:22,Y
20.0422,0.01037,6.132,1.58,0.0574,2.4317,3.2857,7/7/2024 10:52,Y
20.1632,0.01041,6.137,1.602,0.0575,2.4997,3.2747,7/7/2024 11:22,Y
20.2095,0.01037,6.127,1.6299,0.0573,2.5599,3.2731,7/7/2024 11:52,Y
19.9246,0.01029,6.121,1.6787,0.0571,2.6215,3.2715,7/7/2024 12:22,Y
20.3946,0.01047,6.12,1.6333,0.0576,2.6416,3.2834,7/7/2024 12:52,Y
19.5409,0.01022,6.122,1.686,0.0571,2.6725,3.2829,7/7/2024 13:22,Y
19.8862,0.01029,6.11,1.7023,0.0572,2.6696,3.27,7/7/2024 13:52,Y
20.3586,0.01042,6.125,1.7558,0.0574,2.6364,3.2821,7/7/2024 14:22,Y
20.1342,0.01041,6.119,1.7059,0.0575,2.5931,3.2366,7/7/2024 14:52,Y
19.8434,0.01029,6.11,1.6857,0.0572,2.5436,3.2837,7/7/2024 15:22,Y
19.7919,0.01026,6.108,1.713,0.0571,2.4986,3.2723,7/7/2024 15:52,Y
19.7303,0.01024,6.107,1.7153,0.0571,2.3992,3.2781,7/7/2024 16:22,Y
19.6914,0.01022,6.116,1.7246,0.057,2.2394,3.2903,7/7/2024 16:52,Y
19.7487,0.01024,6.106,1.7384,0.057,1.896,3.3025,7/7/2024 17:22,Y
19.7408,0.01022,6.108,1.721,0.057,1.6175,3.2924,7/7/2024 17:52,Y
19.5676,0.0102,6.108,1.6925,0.057,1.4002,3.2772,7/7/2024 18:22,Y
19.417,0.01015,6.104,1.6876,0.0569,1.256,3.2557,7/7/2024 18:52,Y
19.6545,0.01023,6.097,1.6286,0.0571,1.1204,3.255,7/7/2024 19:22,Y
18.5445,0.00988,6.091,2.1535,0.0563,1.454,3.088,7/7/2024 19:52,Y
19.4363,0.0101,6.111,2.0355,0.0566,1.1971,2.6077,7/7/2024 20:22,Y
18.5239,0.00992,6.095,1.9546,0.0565,0.8113,2.7353,7/7/2024 20:52,Y
18.6638,0.00989,6.091,1.8505,0.0562,0.016,2.9494,7/7/2024 21:22,Y
18.3726,0.00984,6.102,1.7711,0.0562,0.0164,3.0859,7/7/2024 21:52,Y
